ecount_prod_cd,ecount_prod_des,cafe24_product_no,cafe24_product_code,cafe24_product_name,similarity_score,ecount_out_price2
(1)100LVL30308,◈LVL●30*30★8자★ (합판 한치각) [단],1407,P0000CCD,"LVL 합판각재<br>합판다루끼<br>한치각,투바이",43.24,0.0000000000
(1)100구조재A14,◈구조재 1*4 12자 (19*89) 원포,1674,P0000CMK,마감용 구조재 인테리어등급<BR>1” X 4” (19mm X 89mm) / 원포,52.38,7100.0000000000
(1)100구조재A16,◈구조재 1*6 12자 (19*140) 원식스,1675,P0000CML,마감용 구조재 인테리어등급<BR>1” X 6” (19mm X 140mm) / 원식스,56.52,13500.0000000000
(1)100구조재A18,◈구조재 1*8 12자 (19*184) 원에잇,1676,P0000CMM,마감용 구조재 인테리어등급<BR>1” X 8” (19mm X 184mm) / 원에잇,56.52,17400.0000000000
(1)100구조재B110,◈구조재 1*10 12자 (19*235) 원텐,1677,P0000CMN,마감용 구조재 인테리어등급<BR>1” X 10” (19mm X 235mm) / 원텐,56.52,21500.0000000000
(1)100구조재B112,◈구조재 1*12 12자 (19*286) 원투엘브,1678,P0000CMO,마감용 구조재 인테리어등급<BR>1” X 12” (19mm X 286mm) / 원투엘브,60.0,27700.0000000000
(1)100구조재C22,◈구조재 2*2 12자 (38*38) 투투,1679,P0000CMP,마감용 구조재 인테리어등급<BR>2” X 2” (38mm X 38mm) / 투투,52.38,5200.0000000000
(1)100구조재C24,◈구조재 2*4 12자 (38*89) 투포,1680,P0000CMQ,마감용 구조재 인테리어등급<BR>2” X 4” (38mm X 89mm) / 투포,52.38,10000.0000000000
(1)100구조재C26,◈구조재 2*6 12자 (38*140) 투식스,1681,P0000CMR,마감용 구조재 인테리어등급<BR>2” X 6” (38mm X 140mm) / 투식스,56.52,16200.0000000000
(1)100구조재C28,◈구조재 2*8 12자 (38*184) 투에잇,1682,P0000CMS,마감용 구조재 인테리어등급<BR>2” X 8” (38mm X 184mm) / 투에잇,56.52,25900.0000000000
(1)100구조재D212,◈구조재 2*12 12자 (38*286) 투투엘브,1684,P0000CMU,마감용 구조재 인테리어등급<BR>2” X 12” (38mm X 286mm) / 투투엘브,60.0,47500.0000000000
(1)100구조재E70각,◈구조재 70*70 12자 ■(70각재),836,P0000BGE,뉴송 각재,60.0,23300.0000000000
(1)100구조재E90각,◈구조재 90*90 12자 ■4*4(90각재) 포포,896,P0000BIM,"구조재 (원주목,목봉)",49.09,31400.0000000000
(1)100라왕301400원,◈라왕 솔리드 ○원주목○ 30*1400,1801,P0000CRH,레드파인 집성판<br>솔리드 30T x 1220 x 2440mm,45.0,5900.0000000000
(1)100라왕심재,◈라왕 30*40*2100 (심재),1617,P0000CKF,라왕 각재<br>30 x 40 x 2100mm 심재,75.0,3000.0000000000
(1)100라왕한치각,◈라왕 30*30*3600 (집성 한치각),1616,P0000CKE,라왕 각재<br>30 x 30 x 3600mm 다루끼(한치각),66.67,3300.0000000000
(1)100라왕후지,◈라왕 10*40*2100 (후지),1618,P0000CKG,라왕 각재<br>10 x 40 x 2100mm 후지,75.0,1900.0000000000
(1)100목망꽃바둑1015,◈목망 꽃바둑살 10*15*600*1860,1403,P0000CBZ,목망 꽃바둑살<br>600X1860X8X15T,66.67,50000.0000000000
(1)100목망캡,◈22*24*2000 캡(목망테두리),1107,P0000BQP,아트보드 방염 선택<br>9T x 1220 x 2420<br>1~3일 소요(공장출고),38.57,4500.0000000000
(1)100미송루바8자,◈미송루바 12*120*8자 (8장) 펠레손,839,P0000BGH,미송 루바<br>펠레손 12T<br>8매/단,42.42,30800.0000000000
(1)100방부목1120,◈방부목 21*120*3600 데크(중),1000,P0000BMM,무방부목<br>15x95x3600<br>데크재,55.56,6500.0000000000
(1)100방부목295,◈방부목 15*95*3600 데크(소),1000,P0000BMM,무방부목<br>15x95x3600<br>데크재,74.29,4900.0000000000
(1)100방부목3140,◈방부목 25*140*3600 데크(대),1000,P0000BMM,무방부목<br>15x95x3600<br>데크재,55.56,9700.0000000000
(1)100방부목4A22,◈방부목 2*2 12자 (38*38) 투투,1659,P0000CLV,방부목 각재<br>2” X 2” (38mm X 38mm / 투투),62.86,4600.0000000000
(1)100방부목524,◈방부목 2*4 12자 (38*89) 투포,1660,P0000CLW,방부목 각재<br>2” X 4” (38mm X 89mm / 투포),62.86,8800.0000000000
(1)100방부목626,◈방부목 2*6 12자 (38*140) 투식스,1661,P0000CLX,방부목 각재<br> 2” X 6” (38mm X 140mm / 투식스),66.67,15000.0000000000
(1)100방부목8212,◈방부목 2*12 12자 (38*285) 투투엘브,1664,P0000CMA,방부목 각재<br>2” X 12” (38mm X 285mm / 투투엘브),69.77,48300.0000000000
(1)100방부목91라티,◈방부 라티스 (1220*2440*15),1177,P0000BTH,방부 라티스 (15T),77.14,28000.0000000000
(1)100방부목944,◈방부목 4*4 12자 (90*90) 포포 [90각],1665,P0000CMB,"방부목 각재<br>4” X 4” (90mm X 90mm / 포포,90각)",68.29,27800.0000000000
(1)100방킬8자,◈방킬라이 2400*90*19 (8자),877,P0000BHT,방킬라이<br>19x90x2400<br>데크재,49.09,9500.0000000000
(1)100소송1303012,◈소송(KD) 30*30*12자 (한치각) [단],1613,P0000CKB,소송 각재 KD<br>투바이 30 x 69 x 3600mm 1단(6개),47.62,32000.0000000000
(1)100소송2306912,◈소송(KD) 30*69*12자 (투바이) [단],1614,P0000CKC,소송 각재 KD<br>투바이 30 x 69 x 3600mm 1개(낱개),48.46,37300.0000000000
(1)100소송330308,◈소송(KD)●30*30★8자★ (한치각) [단],1611,P0000CJZ,소송 각재 KD<br>다루끼 30 x 30 x 2400mm 1단 (8자/12개),45.45,25900.0000000000
(1)100소송4203012,◈소송(KD)●20*30*12자 (★나나부) [단],1615,P0000CKD,소송 각재 KD<br>나나부 20 x 30 x 3600mm 1단(12개),48.46,25000.0000000000
(1)100소송53030121,◈소송(KD)¶30*30*12자 (한치각) 낱개!!,1614,P0000CKC,소송 각재 KD<br>투바이 30 x 69 x 3600mm 1개(낱개),51.16,3500.0000000000
(1)100소송63069121,◈소송(KD)¶30*69*12자 (투바이) 낱개!!,1614,P0000CKC,소송 각재 KD<br>투바이 30 x 69 x 3600mm 1개(낱개),51.16,7600.0000000000
(1)100자나무,◈자나무 (미장/조적/쫄대용 등),975,P0000BLN,자나무(미장용)<br>56 x 2440mm,63.53,1100.0000000000
(1)100편백루바18유,◈히노끼루바 10*100 (유절/고급) 8자,1317,P0000BYR,히노끼<br>루바(유절) 10T<br>8매/단,48.48,25000.0000000000
(1)100편백루바8무,◈히노끼루바 10*100 (통 무절/고급) 8자,1317,P0000BYR,히노끼<br>루바(유절) 10T<br>8매/단,47.06,79000.0000000000
(1)200A자이01일반93,◈[GS자이]천연 일반석고 3*6*9.5,1415,P0000CCL,GS건설<br>자이 천연 일반석고보드,66.67,3700.0000000000
(1)200국산2차음1236,◈차음석고 900*1800*12.5,1622,P0000CKK,KCC 차음 석고보드<BR>12.5 x 900 x 1800mm (1236),60.47,6100.0000000000
(1)200자이02방수936,◈[GS자이]천연 방수석고 3*6*9.5 (水),1416,P0000CCM,GS건설<br>자이 천연 방수석고보드,66.67,5900.0000000000
(1)200자이03방화1236,◈[GS자이]천연 방화석고 3*6*12.5 (火),811,P0000BFF,GS건설<br>자이 천연 방화석고보드,64.52,6500.0000000000
(1)200자이04일반1236,◈[GS자이]천연 일반석고 3*6*★12.5,1552,P0000CHS,자이 천연 일반석고보드<br>12.5T x 900 x 1800mm (1236),66.0,5000.0000000000
(1)200자이05일반938,◈[GS자이]삼팔★천연 일반석고 3*8*9.5,1415,P0000CCL,GS건설<br>자이 천연 일반석고보드,62.5,5000.0000000000
(1)200하국산방화1236,◈국산◈ 방화석고 3*6*12.5 (火),1621,P0000CKJ,KCC 방화 석고보드<BR>12.5T x 900 x 2400mm (1238),57.27,6600.0000000000
(1)201CRC636,◈CRC(시멘트보드) 3*6 6T (하지용),1164,P0000BSU,CRC보드<br>하지용 미색,59.26,10000.0000000000
(1)201CRC936,◈CRC(시멘트보드) 3*6 9T (하지용),1164,P0000BSU,CRC보드<br>하지용 미색,59.26,14800.0000000000
(1)201석고텍스KCC,◈석고텍스 [KCC] 300*600*9.5 [18매],1379,P0000CBB,"벽산 석고텍스<br>9.5T x 300 x 600, 18매/1Box(1평)",56.52,17800.0000000000
(1)3001A2748BB,◈합판 1220*2440*2.7 BB/CC (이찌부),1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),57.14,8700.0000000000
(1)3001B448오징,◈합판 1220*2440*4 ~(오징어/아로)~,936,P0000BKA,오동합판<br>1220 x 2440mm,60.61,16300.0000000000
(1)3001C4648BB,◈합판 1220*2440*4.6 BB/CC (니부),1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),58.54,12000.0000000000
(1)3001D4648알,◈합판★R★1220*2440*4.6 알비자(니부),936,P0000BKA,오동합판<br>1220 x 2440mm,62.86,7900.0000000000
(1)3001E8548BB,◈합판 1220*2440*8.5 BB/CC (삼부),1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),58.54,21800.0000000000
(1)3001F8548MLH,◈합판 1220*2440*8.5 MLH (삼부),936,P0000BKA,오동합판<br>1220 x 2440mm,64.71,13500.0000000000
(1)3001G38548콤,◈합판 1220*2440*8.5 콤비★(삼부),1641,P0000CLD,일반 합판(수입산) 4*8<br>11.5T x 1220 x 2440mm (콤비),62.07,15200.0000000000
(1)3001H11548BB,◈합판 1220*2440*11.5 BB/CC (연부) [고급],1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),54.55,28000.0000000000
(1)3001I11548MLH,◈합판 1220*2440*11.5 MLH (연부),936,P0000BKA,오동합판<br>1220 x 2440mm,62.86,16000.0000000000
(1)3001J11548콤,◈합판 1220*2440*11.5 콤비★(연부),1641,P0000CLD,일반 합판(수입산) 4*8<br>11.5T x 1220 x 2440mm (콤비),60.0,20200.0000000000
(1)3001K11548다,◈합판 1220*2440*11.5 ★다이아 (연부) [일반],1642,P0000CLE,일반 합판(수입산) 4*8<br>11.5T x 1220 x 2440mm (다이아),58.24,26200.0000000000
(1)3001L14548BB,◈합판 1220*2440*14.5 BB/CC (고부),1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),57.14,37500.0000000000
(1)3001M17548BB,◈합판 1220*2440*17.5 BB/CC (록고부),1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),55.81,45500.0000000000
(1)3001Y코아18알,◈코아합판 1220*2440*18 알비자,787,P0000BEH,코아합판<br>1220 x 2440mm,70.59,27000.0000000000
(1)3001Z코아18라,◈코아합판 1220*2440*18 라왕(고급)★,787,P0000BEH,코아합판<br>1220 x 2440mm,68.57,34000.0000000000
(1)300A12736B,◈합판 910*1820*2.7 BB/CC (이찌부),1371,P0000CAT,일반합판 3*6<br>910x1820mm,50.0,6700.0000000000
(1)300A1자작SBB4,◈자작합판 1220*2440*4 (S/BB) 롱/러,1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),73.17,33000.0000000000
(1)300A24636B,◈합판 910*1820*4.6 BB/CC (니부),1371,P0000CAT,일반합판 3*6<br>910x1820mm,51.43,7700.0000000000
(1)300A2자작SBB6,◈자작합판 1220*2440*6 (S/BB) 롱/러,1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),73.17,41500.0000000000
(1)300A38536B,◈합판 910*1820*8.5 BB/CC (삼부),1371,P0000CAT,일반합판 3*6<br>910x1820mm,51.43,12400.0000000000
(1)300A3자작SBB9,◈자작합판 1220*2440*9 (S/BB) 롱/러,1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),73.17,50800.0000000000
(1)300A48536알,◈합판 910*1820*8.5 알비자(삼부),1371,P0000CAT,일반합판 3*6<br>910x1820mm,52.94,9200.0000000000
(1)300A4자작SBB12,◈자작합판 1220*2440*12 (S/BB) 롱/러,1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),71.43,59800.0000000000
(1)300A511536B,◈합판 910*1820*11.5 BB/CC(연부)★고급,1371,P0000CAT,일반합판 3*6<br>910x1820mm,47.37,16300.0000000000
(1)300A5자작SBB15,◈자작합판 1220*2440*15 (S/BB) 롱/러,1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),71.43,69000.0000000000
(1)300A611536M,◈합판 910*1820*11.5 MLH VT (연부),1371,P0000CAT,일반합판 3*6<br>910x1820mm,54.05,9100.0000000000
(1)300A6자작SBB18,◈자작합판 1220*2440*18 (S/BB) 롱/러,1604,P0000CJS,자작합판<br>9T x 1220 x 2440mm (S/BB),71.43,76000.0000000000
(1)300B1미송유48,◈미송(유절) 1220*2440*4.8,783,P0000BED,미송합판(유절)<br>1220 x 2440mm,72.73,15000.0000000000
(1)300B2미송유85,◈미송(유절) 1220*2440*8.5,783,P0000BED,미송합판(유절)<br>1220 x 2440mm,72.73,26500.0000000000
(1)300B3미송유12,◈미송(유절) 1220*2440*12,783,P0000BED,미송합판(유절)<br>1220 x 2440mm,72.73,32500.0000000000
(1)300B4미송유15,◈미송(유절) 1220*2440*15,783,P0000BED,미송합판(유절)<br>1220 x 2440mm,72.73,42500.0000000000
(1)300B5미송유18,◈미송(유절) 1220*2440*18,783,P0000BED,미송합판(유절)<br>1220 x 2440mm,72.73,48800.0000000000
(1)300B6미송무45,◈미송(무절★양면) 1220*2440*4.5,959,P0000BKX,미송합판(양면무절)<br>1220 x 2440mm,64.86,16800.0000000000
(1)300C1낙엽48,◈낙엽송 1220*2440*4.8 엠보,852,P0000BGU,낙엽송 합판 (엠보)<br>1220 x 2440mm,62.86,13600.0000000000
(1)300C2낙엽75,◈낙엽송 1220*2440*7.5 엠보,852,P0000BGU,낙엽송 합판 (엠보)<br>1220 x 2440mm,62.86,25400.0000000000
(1)300C3낙엽115,◈낙엽송 1220*2440*11.5 엠보,852,P0000BGU,낙엽송 합판 (엠보)<br>1220 x 2440mm,61.11,34000.0000000000
(1)300E낙엽18,◈낙엽송 1220*2440*18 엠보,852,P0000BGU,낙엽송 합판 (엠보)<br>1220 x 2440mm,62.86,51400.0000000000
(1)300OSB11내,◈OSB 4*8*11.1 (내장용/라인X),1565,P0000CIF,OSB 합판 (내장용)<br>11.1T x 1220 x 2440mm,49.09,13000.0000000000
(1)300OSB8내,◈OSB 4*8*8.0 (내장용/라인X),1565,P0000CIF,OSB 합판 (내장용)<br>11.1T x 1220 x 2440mm,51.43,10800.0000000000
(1)300내수1248수,◈내수 1220*2440*12 1급 (수입 KS),1018,P0000BNE,준내수합판 (국산 KS)<br>1220 x 2440mm,50.0,24800.0000000000
(1)300내수21236수,◈내수 910*1820*12 1급 (수입 KS),833,P0000BGB,"내수합판 (수입 KS)<br>910x1820mm, 1220x2440mm",47.65,15500.0000000000
(1)300백색27,◈백색합판 1220*2440*2.7 (코팅/단면),1015,P0000BNB,백색 코팅 합판(백색 포리톤)<br>1220 x 2440mm,57.14,20000.0000000000
(1)300오크27,◈오크합판 1220*2440*2.7 (시트/단면),936,P0000BKA,오동합판<br>1220 x 2440mm,62.86,18600.0000000000
(1)300준내수948,◈준내수 4*8*9 E0 친환경 국산,1018,P0000BNE,준내수합판 (국산 KS)<br>1220 x 2440mm,45.0,26000.0000000000
(1)300태고1248N,◈태고 1220*2440*12 (동남아산),1638,P0000CLA,일반 합판(수입산) 4*8<br>4.6T x 1220 x 2440mm 동남아산(알비자),67.5,33500.0000000000
(1)300태고21236,◈태고 910*1820*12,833,P0000BGB,"내수합판 (수입 KS)<br>910x1820mm, 1220x2440mm",65.45,14600.0000000000
(1)301MDF113고밀,◈MDF 1220*2440*2.7 R/S (고밀도),781,P0000BEB,MDF<br>1220 x 2440mm,64.71,4800.0000000000
(1)301MDF1245고밀,◈MDF 1220*2440*4.5 R/S (고밀도),781,P0000BEB,MDF<br>1220 x 2440mm,64.71,7800.0000000000
(1)301MDF136USB,◈MDF 1220*2440*6 USB,781,P0000BEB,MDF<br>1220 x 2440mm,70.97,7700.0000000000
(1)301MDF149USB,◈MDF 1220*2440*9 USB,781,P0000BEB,MDF<br>1220 x 2440mm,70.97,9600.0000000000
(1)301MDF1512USB,◈MDF 1220*2440*12 USB,781,P0000BEB,MDF<br>1220 x 2440mm,68.75,13000.0000000000
(1)301MDF1615USB,◈MDF 1220*2440*15 USB,781,P0000BEB,MDF<br>1220 x 2440mm,68.75,17400.0000000000
(1)301MDF1718USB,◈MDF 1220*2440*18 USB,781,P0000BEB,MDF<br>1220 x 2440mm,68.75,19700.0000000000
(1)301MDF1825UB,◈MDF 1220*2440*25 UB(중밀도),781,P0000BEB,MDF<br>1220 x 2440mm,64.71,45500.0000000000
(1)301MDF1930UB,◈MDF 1220*2440*30 UB(중밀도),781,P0000BEB,MDF<br>1220 x 2440mm,64.71,55000.0000000000
(1)301MDF206고밀,◈MDF★고밀도★ 1220*2440*6 (수입),1672,P0000CMI,MDF 고밀도<br>1220 x 2440mm,77.78,13500.0000000000
(1)301MDF209고밀,◈MDF★고밀도★ 1220*2440*9 (수입),1672,P0000CMI,MDF 고밀도<br>1220 x 2440mm,77.78,13500.0000000000
(1)301MDF2112고밀,◈MDF★고밀도★ 1220*2440*12 (수입),1672,P0000CMI,MDF 고밀도<br>1220 x 2440mm,75.68,18000.0000000000
(1)301MDF2215고밀,◈MDF★고밀도★ 1220*2440*15 (수입),1672,P0000CMI,MDF 고밀도<br>1220 x 2440mm,75.68,23500.0000000000
(1)301MDF2318고밀,◈MDF★고밀도★ 1220*2440*18 (수입),1672,P0000CMI,MDF 고밀도<br>1220 x 2440mm,75.68,26000.0000000000
(1)302고무12탑,◈집성(고무나무) 1220*2440*12 T/F,960,P0000BKY,고무나무 무늬목 합판<br>1220 x 2440mm,60.0,49200.0000000000
(1)302고무15탑,◈집성(고무나무) 1220*2440*15 T/F,960,P0000BKY,고무나무 무늬목 합판<br>1220 x 2440mm,60.0,56500.0000000000
(1)302고무18탑,◈집성(고무나무) 1220*2440*18 T/F,960,P0000BKY,고무나무 무늬목 합판<br>1220 x 2440mm,60.0,65000.0000000000
(1)302라디12탑,◈집성(라디에타) 1220*2440*12 T/F,1655,P0000CLR,라디에타파인 집성판 탑핑거<br>30T x 1220 x 2440mm,51.06,36500.0000000000
(1)302라디15탑,◈집성(라디에타) 1220*2440*15 T/F,1655,P0000CLR,라디에타파인 집성판 탑핑거<br>30T x 1220 x 2440mm,51.06,43400.0000000000
(1)302라디18탑,◈집성(라디에타) 1220*2440*18 T/F,1655,P0000CLR,라디에타파인 집성판 탑핑거<br>30T x 1220 x 2440mm,51.06,50900.0000000000
(1)302라디24탑,◈집성(라디에타) 1220*2440*24 T/F,1655,P0000CLR,라디에타파인 집성판 탑핑거<br>30T x 1220 x 2440mm,51.06,68400.0000000000
(1)302라디30탑,◈집성(라디에타) 1220*2440*30 T/F,1655,P0000CLR,라디에타파인 집성판 탑핑거<br>30T x 1220 x 2440mm,51.06,90000.0000000000
(1)302레드12솔,◈집성(레드파인) 1220*2440*12 솔리/유,1801,P0000CRH,레드파인 집성판<br>솔리드 30T x 1220 x 2440mm,52.17,57000.0000000000
(1)302레드15솔,◈집성(레드파인) 1220*2440*15 솔리/유,1801,P0000CRH,레드파인 집성판<br>솔리드 30T x 1220 x 2440mm,52.17,67500.0000000000
(1)302레드18솔,◈집성(레드파인) 1220*2440*18 솔리/유,1801,P0000CRH,레드파인 집성판<br>솔리드 30T x 1220 x 2440mm,52.17,75500.0000000000
(1)302레드60각,◈집성(레드파인)솔리드 각재 60*60*2440,1795,P0000CRB,레드파인 집성각재<br>솔리드 60 x 60 x 2440mm,68.18,18600.0000000000
(1)302멀바1238,◈집성(멀바우) 910*2440*12 S/F,1814,P0000CRU,미송합판(양면무절)<br>9T x 1220 x 2440mm,42.0,54100.0000000000
(1)302멀바1538,◈집성(멀바우) 910*2440*15 S/F,1814,P0000CRU,미송합판(양면무절)<br>9T x 1220 x 2440mm,42.0,62700.0000000000
(1)302멀바1838,◈집성(멀바우) 910*2440*18 S/F,1814,P0000CRU,미송합판(양면무절)<br>9T x 1220 x 2440mm,42.0,67700.0000000000
(1)302멀바1848,◈집성(멀바우) 1220*2440*18 S/F 사팔,1739,P0000COX,고무나무 집성판<br>싸이드핑거 30T x 1220 x 2440mm,48.0,91000.0000000000
(1)302멀바계단30300,◈집성계단재 30*300*3600 (멀바우) S/F,927,P0000BJR,월넛 계단재<br>30x300x3600,64.86,59100.0000000000
(1)302멀바계단38300,◈집성계단재 38*300*3600 (멀바우) S/F,1733,P0000COR,라왕<br>계단재 38 x 300 x 3600mm,61.54,75900.0000000000
(1)302미송계단38300,◈집성계단재 38*300*3600 (미송/라디) T/F,1733,P0000COR,라왕<br>계단재 38 x 300 x 3600mm,60.0,48300.0000000000
(1)302미송대봉9090,◈라디에타(미송) 대봉(大) 90*90*1200,1650,P0000CLM,라디에타파인 집성판 탑핑거<br>30T x 915 x 2300mm,45.45,19500.0000000000
(1)302미송반달4070,◈핸드레일(미송/라디에타) 반달◐ 40*70*12자,1284,P0000BXK,코팅 미송(라디에타파인/피누스)<br>40x70x3600<br>핸드레일,47.37,20000.0000000000
(1)302미송소봉4040,◈라디에타(미송) 소봉(小) 40*40*900,1287,P0000BXN,미송(라디에타파인)<br>40x70x3600<br>핸드레일,43.9,2900.0000000000
(1)302미송식빵6070,◈핸드레일(미송/라디에타) 식빵♣ 60*70*12자,1289,P0000BXP,미송(라디에타파인)<br>60x70x3600<br>핸드레일,44.44,29700.0000000000
(1)302삼목12솔,◈집성(삼목) 1220*2440*12 솔리드,1811,P0000CRR,멀바우 집성판<br>사이드핑거 30T x 1220 x 2440mm,51.43,35500.0000000000
(1)302삼목15솔,◈집성(삼목) 1220*2440*15 솔리드,1811,P0000CRR,멀바우 집성판<br>사이드핑거 30T x 1220 x 2440mm,51.43,44000.0000000000
